Best param: {'id': 'GIN5', 'criterion': 'gini', 'max_depth': 5, 'result': 0.904826569736642}

[{'id': 'GIN1', 'criterion': 'gini', 'max_depth': 1, 'result': 0.8837815297949678}, {'id': 'GIN2', 'criterion': 'gini', 'max_depth': 2, 'result': 0.8845924270795635}, {'id': 'GIN3', 'criterion': 'gini', 'max_depth': 3, 'result': 0.8925214919251205}, {'id': 'GIN4', 'criterion': 'gini', 'max_depth': 4, 'result': 0.9004544906190828}, {'id': 'GIN5', 'criterion': 'gini', 'max_depth': 5, 'result': 0.904826569736642}, {'id': 'GIN6', 'criterion': 'gini', 'max_depth': 6, 'result': 0.9041801073153846}, {'id': 'GIN7', 'criterion': 'gini', 'max_depth': 7, 'result': 0.9002958254000724}, {'id': 'GIN8', 'criterion': 'gini', 'max_depth': 8, 'result': 0.8960858208368082}, {'id': 'GIN9', 'criterion': 'gini', 'max_depth': 9, 'result': 0.8991610412634472}, {'id': 'GIN10', 'criterion': 'gini', 'max_depth': 10, 'result': 0.8960889679155324}, {'id': 'GIN11', 'criterion': 'gini', 'max_depth': 11, 'result': 0.8909083518224208}, {'id': 'GIN12', 'criterion': 'gini', 'max_depth': 12, 'result': 0.8886414061147739}, {'id': 'GIN13', 'criterion': 'gini', 'max_depth': 13, 'result': 0.8886419306278948}, {'id': 'GIN14', 'criterion': 'gini', 'max_depth': 14, 'result': 0.8868614708396929}, {'id': 'GIN15', 'criterion': 'gini', 'max_depth': 15, 'result': 0.8847571241994618}, {'id': 'GIN16', 'criterion': 'gini', 'max_depth': 16, 'result': 0.8832979286976863}, {'id': 'GIN17', 'criterion': 'gini', 'max_depth': 17, 'result': 0.8845950496451668}, {'id': 'GIN18', 'criterion': 'gini', 'max_depth': 18, 'result': 0.8850810110514914}, {'id': 'GIN19', 'criterion': 'gini', 'max_depth': 19, 'result': 0.8837859881564937}, {'id': 'GIN20', 'criterion': 'gini', 'max_depth': 20, 'result': 0.8831379521958741}, {'id': 'GIN21', 'criterion': 'gini', 'max_depth': 21, 'result': 0.8845958364148478}, {'id': 'GIN22', 'criterion': 'gini', 'max_depth': 22, 'result': 0.8829748286153377}, {'id': 'GIN23', 'criterion': 'gini', 'max_depth': 23, 'result': 0.8829748286153377}, {'id': 'GIN24', 'criterion': 'gini', 'max_depth': 24, 'result': 0.8829748286153377}, {'id': 'GIN25', 'criterion': 'gini', 'max_depth': 25, 'result': 0.8829748286153377}, {'id': 'GIN26', 'criterion': 'gini', 'max_depth': 26, 'result': 0.8829748286153377}, {'id': 'GIN27', 'criterion': 'gini', 'max_depth': 27, 'result': 0.8829748286153377}, {'id': 'GIN28', 'criterion': 'gini', 'max_depth': 28, 'result': 0.8829748286153377}, {'id': 'GIN29', 'criterion': 'gini', 'max_depth': 29, 'result': 0.8829748286153377}, {'id': 'GIN30', 'criterion': 'gini', 'max_depth': 30, 'result': 0.8829748286153377}, {'id': 'GIN31', 'criterion': 'gini', 'max_depth': 31, 'result': 0.8829748286153377}, {'id': 'GIN32', 'criterion': 'gini', 'max_depth': 32, 'result': 0.8829748286153377}, {'id': 'GIN33', 'criterion': 'gini', 'max_depth': 33, 'result': 0.8829748286153377}, {'id': 'GIN34', 'criterion': 'gini', 'max_depth': 34, 'result': 0.8829748286153377}, {'id': 'GIN35', 'criterion': 'gini', 'max_depth': 35, 'result': 0.8829748286153377}, {'id': 'GIN36', 'criterion': 'gini', 'max_depth': 36, 'result': 0.8829748286153377}, {'id': 'GIN37', 'criterion': 'gini', 'max_depth': 37, 'result': 0.8829748286153377}, {'id': 'GIN38', 'criterion': 'gini', 'max_depth': 38, 'result': 0.8829748286153377}, {'id': 'GIN39', 'criterion': 'gini', 'max_depth': 39, 'result': 0.8829748286153377}, {'id': 'GIN40', 'criterion': 'gini', 'max_depth': 40, 'result': 0.8829748286153377}, {'id': 'GIN41', 'criterion': 'gini', 'max_depth': 41, 'result': 0.8829748286153377}, {'id': 'GIN42', 'criterion': 'gini', 'max_depth': 42, 'result': 0.8829748286153377}, {'id': 'GIN43', 'criterion': 'gini', 'max_depth': 43, 'result': 0.8829748286153377}, {'id': 'GIN44', 'criterion': 'gini', 'max_depth': 44, 'result': 0.8829748286153377}, {'id': 'GIN45', 'criterion': 'gini', 'max_depth': 45, 'result': 0.8829748286153377}, {'id': 'GIN46', 'criterion': 'gini', 'max_depth': 46, 'result': 0.8829748286153377}, {'id': 'GIN47', 'criterion': 'gini', 'max_depth': 47, 'result': 0.8829748286153377}, {'id': 'GIN48', 'criterion': 'gini', 'max_depth': 48, 'result': 0.8829748286153377}, {'id': 'GIN49', 'criterion': 'gini', 'max_depth': 49, 'result': 0.8829748286153377}, {'id': 'GIN50', 'criterion': 'gini', 'max_depth': 50, 'result': 0.8829748286153377}, {'id': 'ENT1', 'criterion': 'entropy', 'max_depth': 1, 'result': 0.8837815297949678}, {'id': 'ENT2', 'criterion': 'entropy', 'max_depth': 2, 'result': 0.8907433924459621}, {'id': 'ENT3', 'criterion': 'entropy', 'max_depth': 3, 'result': 0.8957590491626147}, {'id': 'ENT4', 'criterion': 'entropy', 'max_depth': 4, 'result': 0.9036930968828185}, {'id': 'ENT5', 'criterion': 'entropy', 'max_depth': 5, 'result': 0.9017503002837616}, {'id': 'ENT6', 'criterion': 'entropy', 'max_depth': 6, 'result': 0.8993218045349405}, {'id': 'ENT7', 'criterion': 'entropy', 'max_depth': 7, 'result': 0.9004573754412467}, {'id': 'ENT8', 'criterion': 'entropy', 'max_depth': 8, 'result': 0.8985132675593881}, {'id': 'ENT9', 'criterion': 'entropy', 'max_depth': 9, 'result': 0.8943058855617274}, {'id': 'ENT10', 'criterion': 'entropy', 'max_depth': 10, 'result': 0.8928477390861932}, {'id': 'ENT11', 'criterion': 'entropy', 'max_depth': 11, 'result': 0.8933334382359576}, {'id': 'ENT12', 'criterion': 'entropy', 'max_depth': 12, 'result': 0.8904176697980098}, {'id': 'ENT13', 'criterion': 'entropy', 'max_depth': 13, 'result': 0.8889616213749587}, {'id': 'ENT14', 'criterion': 'entropy', 'max_depth': 14, 'result': 0.8879907475885508}, {'id': 'ENT15', 'criterion': 'entropy', 'max_depth': 15, 'result': 0.8879912721016716}, {'id': 'ENT16', 'criterion': 'entropy', 'max_depth': 16, 'result': 0.887830246573618}, {'id': 'ENT17', 'criterion': 'entropy', 'max_depth': 17, 'result': 0.8876692210455644}, {'id': 'ENT18', 'criterion': 'entropy', 'max_depth': 18, 'result': 0.8875071464912695}, {'id': 'ENT19', 'criterion': 'entropy', 'max_depth': 19, 'result': 0.8876689587890041}, {'id': 'ENT20', 'criterion': 'entropy', 'max_depth': 20, 'result': 0.8879925833844734}, {'id': 'ENT21', 'criterion': 'entropy', 'max_depth': 21, 'result': 0.8896104441052592}, {'id': 'ENT22', 'criterion': 'entropy', 'max_depth': 22, 'result': 0.8889626704012}, {'id': 'ENT23', 'criterion': 'entropy', 'max_depth': 23, 'result': 0.8910675415545519}, {'id': 'ENT24', 'criterion': 'entropy', 'max_depth': 24, 'result': 0.8905818424047878}, {'id': 'ENT25', 'criterion': 'entropy', 'max_depth': 25, 'result': 0.8904200301070532}, {'id': 'ENT26', 'criterion': 'entropy', 'max_depth': 26, 'result': 0.8905818424047878}, {'id': 'ENT27', 'criterion': 'entropy', 'max_depth': 27, 'result': 0.8905818424047878}, {'id': 'ENT28', 'criterion': 'entropy', 'max_depth': 28, 'result': 0.8904200301070532}, {'id': 'ENT29', 'criterion': 'entropy', 'max_depth': 29, 'result': 0.890905467000257}, {'id': 'ENT30', 'criterion': 'entropy', 'max_depth': 30, 'result': 0.890905467000257}, {'id': 'ENT31', 'criterion': 'entropy', 'max_depth': 31, 'result': 0.890905467000257}, {'id': 'ENT32', 'criterion': 'entropy', 'max_depth': 32, 'result': 0.890905467000257}, {'id': 'ENT33', 'criterion': 'entropy', 'max_depth': 33, 'result': 0.890905467000257}, {'id': 'ENT34', 'criterion': 'entropy', 'max_depth': 34, 'result': 0.890905467000257}, {'id': 'ENT35', 'criterion': 'entropy', 'max_depth': 35, 'result': 0.890905467000257}, {'id': 'ENT36', 'criterion': 'entropy', 'max_depth': 36, 'result': 0.890905467000257}, {'id': 'ENT37', 'criterion': 'entropy', 'max_depth': 37, 'result': 0.890905467000257}, {'id': 'ENT38', 'criterion': 'entropy', 'max_depth': 38, 'result': 0.890905467000257}, {'id': 'ENT39', 'criterion': 'entropy', 'max_depth': 39, 'result': 0.890905467000257}, {'id': 'ENT40', 'criterion': 'entropy', 'max_depth': 40, 'result': 0.890905467000257}, {'id': 'ENT41', 'criterion': 'entropy', 'max_depth': 41, 'result': 0.890905467000257}, {'id': 'ENT42', 'criterion': 'entropy', 'max_depth': 42, 'result': 0.890905467000257}, {'id': 'ENT43', 'criterion': 'entropy', 'max_depth': 43, 'result': 0.890905467000257}, {'id': 'ENT44', 'criterion': 'entropy', 'max_depth': 44, 'result': 0.890905467000257}, {'id': 'ENT45', 'criterion': 'entropy', 'max_depth': 45, 'result': 0.890905467000257}, {'id': 'ENT46', 'criterion': 'entropy', 'max_depth': 46, 'result': 0.890905467000257}, {'id': 'ENT47', 'criterion': 'entropy', 'max_depth': 47, 'result': 0.890905467000257}, {'id': 'ENT48', 'criterion': 'entropy', 'max_depth': 48, 'result': 0.890905467000257}, {'id': 'ENT49', 'criterion': 'entropy', 'max_depth': 49, 'result': 0.890905467000257}, {'id': 'ENT50', 'criterion': 'entropy', 'max_depth': 50, 'result': 0.890905467000257}]

Variação | *criterion* | *max_depth* | Acurácia média
------ | ------- | -------- | ----------
GIN1 | gini | 1 | 0.8838
GIN2 | gini | 2 | 0.8846
GIN3 | gini | 3 | 0.8925
GIN4 | gini | 4 | 0.9005
GIN5 | gini | 5 | 0.9048
GIN6 | gini | 6 | 0.9042
GIN7 | gini | 7 | 0.9003
GIN8 | gini | 8 | 0.8961
GIN9 | gini | 9 | 0.8992
GIN10 | gini | 10 | 0.8961
GIN11 | gini | 11 | 0.8909
GIN12 | gini | 12 | 0.8886
GIN13 | gini | 13 | 0.8886
GIN14 | gini | 14 | 0.8869
GIN15 | gini | 15 | 0.8848
GIN16 | gini | 16 | 0.8833
GIN17 | gini | 17 | 0.8846
GIN18 | gini | 18 | 0.8851
GIN19 | gini | 19 | 0.8838
GIN20 | gini | 20 | 0.8831
GIN21 | gini | 21 | 0.8846
GIN22 | gini | 22 | 0.8830
GIN23 | gini | 23 | 0.8830
GIN24 | gini | 24 | 0.8830
GIN25 | gini | 25 | 0.8830
GIN26 | gini | 26 | 0.8830
GIN27 | gini | 27 | 0.8830
GIN28 | gini | 28 | 0.8830
GIN29 | gini | 29 | 0.8830
GIN30 | gini | 30 | 0.8830
GIN31 | gini | 31 | 0.8830
GIN32 | gini | 32 | 0.8830
GIN33 | gini | 33 | 0.8830
GIN34 | gini | 34 | 0.8830
GIN35 | gini | 35 | 0.8830
GIN36 | gini | 36 | 0.8830
GIN37 | gini | 37 | 0.8830
GIN38 | gini | 38 | 0.8830
GIN39 | gini | 39 | 0.8830
GIN40 | gini | 40 | 0.8830
GIN41 | gini | 41 | 0.8830
GIN42 | gini | 42 | 0.8830
GIN43 | gini | 43 | 0.8830
GIN44 | gini | 44 | 0.8830
GIN45 | gini | 45 | 0.8830
GIN46 | gini | 46 | 0.8830
GIN47 | gini | 47 | 0.8830
GIN48 | gini | 48 | 0.8830
GIN49 | gini | 49 | 0.8830
GIN50 | gini | 50 | 0.8830
ENT1 | entropy | 1 | 0.8838
ENT2 | entropy | 2 | 0.8907
ENT3 | entropy | 3 | 0.8958
ENT4 | entropy | 4 | 0.9037
ENT5 | entropy | 5 | 0.9018
ENT6 | entropy | 6 | 0.8993
ENT7 | entropy | 7 | 0.9005
ENT8 | entropy | 8 | 0.8985
ENT9 | entropy | 9 | 0.8943
ENT10 | entropy | 10 | 0.8928
ENT11 | entropy | 11 | 0.8933
ENT12 | entropy | 12 | 0.8904
ENT13 | entropy | 13 | 0.8890
ENT14 | entropy | 14 | 0.8880
ENT15 | entropy | 15 | 0.8880
ENT16 | entropy | 16 | 0.8878
ENT17 | entropy | 17 | 0.8877
ENT18 | entropy | 18 | 0.8875
ENT19 | entropy | 19 | 0.8877
ENT20 | entropy | 20 | 0.8880
ENT21 | entropy | 21 | 0.8896
ENT22 | entropy | 22 | 0.8890
ENT23 | entropy | 23 | 0.8911
ENT24 | entropy | 24 | 0.8906
ENT25 | entropy | 25 | 0.8904
ENT26 | entropy | 26 | 0.8906
ENT27 | entropy | 27 | 0.8906
ENT28 | entropy | 28 | 0.8904
ENT29 | entropy | 29 | 0.8909
ENT30 | entropy | 30 | 0.8909
ENT31 | entropy | 31 | 0.8909
ENT32 | entropy | 32 | 0.8909
ENT33 | entropy | 33 | 0.8909
ENT34 | entropy | 34 | 0.8909
ENT35 | entropy | 35 | 0.8909
ENT36 | entropy | 36 | 0.8909
ENT37 | entropy | 37 | 0.8909
ENT38 | entropy | 38 | 0.8909
ENT39 | entropy | 39 | 0.8909
ENT40 | entropy | 40 | 0.8909
ENT41 | entropy | 41 | 0.8909
ENT42 | entropy | 42 | 0.8909
ENT43 | entropy | 43 | 0.8909
ENT44 | entropy | 44 | 0.8909
ENT45 | entropy | 45 | 0.8909
ENT46 | entropy | 46 | 0.8909
ENT47 | entropy | 47 | 0.8909
ENT48 | entropy | 48 | 0.8909
ENT49 | entropy | 49 | 0.8909
ENT50 | entropy | 50 | 0.8909
